GRAPH_ID,NODE_ID,NODE_INDEX,OUTLET_ID,NODE_TYPE,IS_OUTLET,incremental_area_km2,upstream_area_km2,MERIT_UPA_KM2,log_incremental_area,log_upstream_area,mean_hillslope_flow_distance_m,mean_slope_deg,elevation_mean_m,elevation_std_m,drainage_density_km_per_km2,soil_log_ksat_0_30cm,soil_profile_depth_cm,forest_fraction,impervious_fraction,dem_valid_fraction,flow_distance_valid_fraction,cisc_valid_fraction,ksat_valid_fraction_min,pdep_valid_fraction,igbp_valid_fraction,CCAM_FALLBACK_USED,STATIC_QC
Q_61113300,Q_61113300_N0011,10,61113300,CONFLUENCE,0,38.34944796,151.2378158,151.1263733,3.672481946,5.025443876,864.358037,11.86042188,236.9190708,70.14272104,0.5683143222,1.37707599,97.08392334,0,0.1593315025,1,1,1,1,1,1,0,ACCEPT
Q_61113300,Q_61113300_N0012,11,61113300,OUTLET,1,8.442641342,159.6804571,159.5627747,2.245235744,5.079417655,730.444669,13.26729808,218.0386911,58.85885718,0.6294067912,1.001069168,97.49817657,0,0.147362813,1,1,1,1,1,1,0,ACCEPT
Q_61115200,Q_61115200_N0001,0,61115200,SOURCE,0,10.2186094,10.2186094,10.21068764,2.417573953,2.417573953,1124.6437,26.11886378,746.0551751,246.0776539,0.2511180408,1.494510869,93.67417145,0.6060606061,0.002641542661,1,1,1,1,1,1,0,ACCEPT
Q_61115200,Q_61115200_N0002,1,61115200,OUTLET,1,11.88773548,22.10634488,22.08922195,2.556276121,3.14010725,891.1007247,25.25135983,467.0772327,162.9534967,0.464793477,1.14858065,97.31562805,0.8482142857,0.002268945697,1,1,1,1,1,1,0,ACCEPT
Q_61116401,Q_61116401_N0001,0,61116401,OUTLET,1,6.643946504,6.643946504,6.638835907,2.033914028,2.033914028,1547.281423,4.214964954,80.41361903,13.01947729,0.3214226372,1.024107377,110.0637512,0,0.7865366382,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0001,0,611E0340,SOURCE,0,10.20394852,10.20394852,10.19777393,2.416266263,2.416266263,884.2546096,21.35307149,784.1035826,191.8431641,0.5042526741,1.7943241,93.44075775,0.7978723404,0.006788926115,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0002,1,611E0340,SOURCE,0,10.23861883,10.23861883,10.23244476,2.419355957,2.419355957,1112.146208,25.46818338,901.8914427,168.6019115,0.3727217576,2.044822435,93.31929016,0.7826086957,0.001668129939,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0003,2,611E0340,SOURCE,0,10.94678058,10.94678058,10.94017982,2.480461834,2.480461834,842.9889522,22.19926568,767.3147231,197.8314709,0.6707514716,1.86773181,93.57616425,0.8252427184,0.002793066623,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0004,3,611E0340,SOURCE,0,13.37115294,13.37115294,13.3630724,2.66522293,2.66522293,1191.050666,21.79267783,895.7798661,242.4695811,0.6772780615,1.810623864,93.35388184,0.9159663866,0.001816347124,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0005,4,611E0340,CONFLUENCE,0,3.873869478,27.44897095,27.43237686,1.583888176,3.348111989,563.5037766,14.00704034,530.2653001,48.16632549,0.9352390783,1.65924114,93.83000183,0.2285714286,0.05551684088,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0006,5,611E0340,SOURCE,0,13.755629,13.755629,13.74733543,2.691624637,2.691624637,1208.15936,22.03592668,901.1235273,186.9617721,0.4968230297,1.877743622,93.52444458,0.7874015748,0.0003271608977,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0007,6,611E0340,CONFLUENCE,0,40.21964619,81.42424614,81.3751297,3.718914992,4.411879643,1069.135554,20.22483842,760.8431708,213.8357592,0.6352370771,1.582734108,94.03823853,0.7142857143,0.01886961388,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0008,7,611E0340,CONFLUENCE,0,3.181414948,95.55244166,95.49479675,1.430649694,4.570086298,1137.301742,17.14294812,589.3832666,88.03678114,0.6935733277,1.262443403,97.05666351,0.4516129032,0.0384506644,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0009,8,611E0340,CONFLUENCE,0,41.91936099,147.7104215,147.6212311,3.759323029,5.002000935,895.6139979,20.59510577,587.9537927,140.2292351,0.5926329857,1.505924304,95.08887482,0.6940874036,0.007237661612,1,1,1,1,1,1,0,ACCEPT
Q_611E0340,Q_611E0340_N0010,9,611E0340,OUTLET,1,24.42533129,172.1357528,172.031723,3.235745972,5.154075985,1050.630676,18.03925517,433.7259127,63.74836681,0.6165223133,1.365610818,92.16379547,0.6727272727,0.005671773718,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0001,0,611E0360,SOURCE,0,10.12582622,10.12582622,10.11947346,2.409269093,2.409269093,1082.986187,10.81337742,674.1627715,55.00284029,0.4315427886,1.18591553,95.47075653,0.02127659574,0.04349755881,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0002,1,611E0360,SOURCE,0,10.18825564,10.18825564,10.1818676,2.414864624,2.414864624,1066.48514,30.23566814,1157.851702,211.5497578,0.308916118,1.589932601,80.86460876,0.829787234,0.0002650410814,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0003,2,611E0360,SOURCE,0,10.0851834,10.0851834,10.07889366,2.405609388,2.405609388,1263.473963,24.89442551,1218.57446,154.3572315,0.2628804631,1.630387902,86.04400635,0.623655914,0.000981179199,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0004,3,611E0360,SOURCE,0,10.04863467,10.04863467,10.04237843,2.402306861,2.402306861,1069.935467,28.28975845,1233.489406,180.0966256,0.3292563601,1.552841286,88.46856689,0.8617021277,0.001970090445,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0005,4,611E0360,CONFLUENCE,0,29.84352136,49.97733943,49.94617081,3.428926724,3.931381209,729.0158481,29.35852108,1014.079079,260.0978257,0.6371104915,1.619911472,88.89315796,0.8467153285,0.002684523271,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0006,5,611E0360,CONFLUENCE,0,18.397513,78.56310807,78.51404572,2.965144862,4.376550519,718.1712146,31.82674924,1000.46956,297.8467045,0.7097741668,1.637807091,84.33625031,0.7151515152,0.002741603838,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0007,6,611E0360,CONFLUENCE,0,37.33598107,126.0249154,125.9460907,3.646388909,4.844383251,1021.679954,24.17303338,678.6129916,203.4697848,0.4779086639,1.583481014,92.4752121,0.6550724638,0.01427228236,1,1,1,1,1,1,0,ACCEPT
Q_611E0360,Q_611E0360_N0008,7,611E0360,OUTLET,1,59.64518931,185.6701047,185.5536957,4.105040313,5.229342913,1121.937728,18.32485655,484.0375315,185.7995548,0.5436441666,1.456428548,96.32715607,0.2864963504,0.02685616862,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0001,0,611E0380,SOURCE,0,11.02568253,11.02568253,11.0186882,2.487044573,2.487044573,807.6854201,31.61528307,1091.785023,329.7644118,0.5459713747,1.578599731,86.81666565,0.95,0.0001634253963,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0002,1,611E0380,SOURCE,0,12.62188129,12.62188129,12.61388779,2.611677418,2.611677418,688.8659229,28.2869261,909.6702004,327.8002814,0.8995492464,1.481176297,91.41389465,0.8823529412,0.00335068083,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0003,2,611E0380,CONFLUENCE,0,16.74940122,40.39696503,40.37137985,2.876351781,3.72320757,895.9049288,27.7081382,610.4852561,193.233419,0.580407106,1.37587142,94.72380066,0.6623376623,0.00919404269,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0004,3,611E0380,SOURCE,0,10.15536266,10.15536266,10.14894009,2.411920338,2.411920338,811.428691,34.03958094,982.7028141,264.9663208,0.4460806723,1.568322003,90.40999603,0.8817204301,0,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0005,4,611E0380,CONFLUENCE,0,23.40019247,73.95252016,73.90572357,3.19459102,4.316854849,1013.66931,20.6730089,619.4458655,329.4879264,0.7080469786,1.367289186,94.3736496,0.4608294931,0.02483755623,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0006,5,611E0380,SOURCE,0,10.07980374,10.07980374,10.07344246,2.405123969,2.405123969,1044.922849,33.61970202,955.9161378,243.5543936,0.3542382239,1.604567548,90.13615417,0.9333333333,0,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0007,6,611E0380,CONFLUENCE,0,9.121224341,93.15354825,93.09464264,2.314634639,4.544926942,983.888266,21.13977059,470.6179521,141.6313725,0.784053079,1.264719665,95.87923431,0.4761904762,0.01224449491,1,1,1,1,1,1,0,ACCEPT
Q_611E0380,Q_611E0380_N0008,7,611E0380,OUTLET,1,14.74130269,107.8948509,107.8266525,2.756288003,4.690382746,875.9161108,28.7433683,638.998896,213.5476515,0.6009369312,1.434872985,93.47210693,0.7368421053,0.01128737035,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0001,0,611E0405,SOURCE,0,10.39237732,10.39237732,10.38574696,2.432944475,2.432944475,1026.147682,7.658101523,261.6871604,31.44284052,0.4956859427,1.392809331,84.25385284,0,0.08756719265,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0002,1,611E0405,SOURCE,0,11.05285598,11.05285598,11.04582405,2.489301642,2.489301642,1683.550447,17.85135205,484.4966641,221.6069136,0.2436763453,1.331340094,95.518013,0.3137254902,0.02840862841,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0003,2,611E0405,SOURCE,0,12.45095645,12.45095645,12.44302177,2.599050215,2.599050215,1906.437458,2.49863585,271.0040189,30.15206584,0.4230599063,1.395617803,79.94998932,0,0.1051452522,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0004,3,611E0405,SOURCE,0,10.03204157,10.03204157,10.02565956,2.400803909,2.400803909,898.1441118,37.02459614,1158.62068,395.6509904,0.3667817663,1.607659737,85.35923767,0.7311827957,0,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0005,4,611E0405,SOURCE,0,10.65910638,10.65910638,10.65232754,2.456087538,2.456087538,962.9299969,29.50040894,1474.598066,350.2453402,0.5669463552,1.657215834,77.08000946,0.7525773196,0,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0006,5,611E0405,SOURCE,0,10.12990227,10.12990227,10.12348652,2.409635385,2.409635385,851.8223991,29.41393623,706.2987771,160.8620631,0.4859298398,1.537684321,92.67749786,1,8.877840909e-05,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0007,6,611E0405,CONFLUENCE,0,13.91836109,34.70736974,34.68533707,2.702592742,3.575357103,837.3634093,29.36081755,723.2749898,281.8426742,0.6190443276,1.450828473,93.80944061,0.75,0.005295447207,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0008,7,611E0405,CONFLUENCE,0,13.26047095,57.99988227,57.96305084,2.65749144,4.077535448,965.7873584,21.30789611,518.5299752,181.4363865,0.7283986142,1.252239724,96.40812683,0.5793650794,0.005163745074,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0009,8,611E0405,SOURCE,0,10.13923668,10.13923668,10.13282204,2.410473711,2.410473711,687.5285945,28.45979169,751.0193619,146.466283,0.4505269534,1.601339797,91.40000153,0.8085106383,0.0007106689171,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0010,9,611E0405,CONFLUENCE,0,8.535151077,76.67427002,76.62561035,2.254985083,4.352524057,907.1455991,26.81591774,573.6210086,182.6834257,0.6675995284,1.305109501,96.47000122,0.8051948052,0.003159557662,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0011,10,611E0405,CONFLUENCE,0,42.2754766,130.0026026,129.9200439,3.767586114,4.87521719,1083.778945,13.50301829,336.3273583,144.6715151,0.7147751735,1.367896775,90.23254395,0.137755102,0.03471260941,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0012,11,611E0405,CONFLUENCE,0,1.747997368,144.2015564,144.1099548,1.010872416,4.978122821,556.5986716,3.196646178,218.4340819,8.336349884,2.287816609,1.468603889,87.92999268,0,0.09777547853,1,1,1,1,1,1,0,REVIEW_COARSE_SUPPORT
Q_611E0405,Q_611E0405_N0013,12,611E0405,CONFLUENCE,0,15.76854354,170.3624773,170.2541962,2.819504723,5.143781063,851.5480007,2.968181572,214.3829544,12.87527992,1.082805213,1.480123599,88.08499908,0,0.1106800548,1,1,1,1,1,1,0,ACCEPT
Q_611E0405,Q_611E0405_N0014,13,611E0405,OUTLET,1,7.262187984,177.6246653,177.5117493,2.111689442,5.185286762,1362.187053,4.45485216,206.164866,14.16435719,0.5555996476,1.472523133,98.22180939,0,0.07151710461,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0001,0,611E1000,SOURCE,0,14.07070035,14.07070035,14.06136608,2.712752485,2.712752485,990.1152211,22.85541302,674.530149,81.9797115,0.4569399618,1.609486381,93.85388184,0.6850393701,0.01317051339,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0002,1,611E1000,SOURCE,0,10.66235966,10.66235966,10.65529251,2.456366533,2.456366533,955.8842327,25.27764879,661.0288221,105.4768377,0.5009701316,1.493790388,97.25,0.8910891089,0.002366863905,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0003,2,611E1000,SOURCE,0,10.94060561,10.94060561,10.93336105,2.479944828,2.479944828,974.1541726,26.13872646,610.6534613,106.1637574,0.4314126999,1.518546939,94.3864212,0.8181818182,0.00238624208,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0004,3,611E1000,CONFLUENCE,0,13.07235775,38.08366372,38.05842209,2.64421243,3.665704572,728.1461859,25.53626798,615.3742132,107.3477179,0.7340944932,1.239588201,97.90833282,0.6557377049,0.004956288291,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0005,4,611E1000,CONFLUENCE,0,57.86762219,106.6136456,106.5431061,4.075291231,4.678547457,896.2170862,22.55640785,444.2016754,135.1658138,0.618944151,1.418410858,98.56703186,0.5373134328,0.02496034338,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0006,5,611E1000,SOURCE,0,10.64707022,10.64707022,10.64005756,2.455054665,2.455054665,949.7462031,9.96739775,266.8354403,21.47721361,0.568348394,1.420007765,90.40000153,0,0.0764551829,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0007,6,611E1000,CONFLUENCE,0,13.44664738,130.7073632,130.6209717,2.670462372,4.880582516,860.0820064,10.88912255,273.4582974,68.4762801,0.7668214482,1.376247803,90.46888733,0.02290076336,0.1260374833,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0008,7,611E1000,SOURCE,0,12.27339397,12.27339397,12.26531315,2.585761578,2.585761578,1079.58138,28.93249191,491.5079275,124.2714618,0.5574122582,1.478516142,96.33600616,0.4695652174,0.007109352096,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0009,8,611E1000,CONFLUENCE,0,7.859789692,150.8405468,150.7409058,2.181523028,5.022830936,905.4671529,14.16983591,292.5125562,109.6663005,0.6271985577,1.393662969,90.67799377,0,0.1019334172,1,1,1,1,1,1,0,ACCEPT
Q_611E1000,Q_611E1000_N0010,9,611E1000,OUTLET,1,1.87277838,152.7133252,152.6124573,1.055279638,5.035089343,621.4209641,6.906348457,221.9890005,15.14093265,1.186405874,1.396388551,91.52666473,0,0.1431306845,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0001,0,611E1500,SOURCE,0,10.28962748,10.28962748,10.28300762,2.423884382,2.423884382,1139.882085,20.20694703,542.7160604,145.4658183,0.3996146465,1.518613974,93.95866394,0.02127659574,0.01468916674,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0002,1,611E1500,SOURCE,0,15.85006303,15.85006303,15.83990097,2.824354397,2.824354397,896.9235946,12.11774855,356.1646132,108.4140841,0.5186037048,1.023032,99.96903992,0,0.1344156213,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0003,2,611E1500,SOURCE,0,11.08993362,11.08993362,11.08282471,2.492373174,2.492373174,960.9638752,23.90579771,1052.93178,123.52321,0.3978246673,1.456151903,90.12532806,0.47,0.00762244567,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0004,3,611E1500,SOURCE,0,10.07103551,10.07103551,10.06458569,2.404332284,2.404332284,932.5526087,21.89146129,959.5104796,140.7416666,0.3708561822,1.546756665,92.4561615,0.4606741573,0.008934953538,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0005,4,611E1500,CONFLUENCE,0,12.77292603,33.93389516,33.91213989,2.622704783,3.553457566,739.6710197,24.44990322,819.0600231,157.8246046,0.68078208,1.389525672,92.78833008,0.2583333333,0.008389734913,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0006,5,611E1500,CONFLUENCE,0,28.23046627,72.4539889,72.40746307,3.375211531,4.296659209,948.3949408,17.70220784,448.1114336,165.3507756,0.5375804522,1.296344499,94.76832581,0.07450980392,0.02903863318,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0007,6,611E1500,SOURCE,0,10.94454432,10.94454432,10.93753529,2.480274632,2.480274632,976.8914803,24.86209321,788.2754158,172.4675451,0.4153157581,1.348358174,95.58647156,0.2884615385,0.005593485235,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0008,7,611E1500,CONFLUENCE,0,10.13026241,36.92486976,36.90119553,2.409667742,3.635607091,1036.786102,15.38058833,389.7931743,136.338048,0.5487873662,1.186208109,96.95768738,0,0.02967833659,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0009,8,611E1500,CONFLUENCE,0,20.23728572,129.6161444,129.5329132,3.055758397,4.872262826,858.2469246,10.77397661,276.3839448,47.36364387,0.5859159983,1.046225617,100.1319122,0,0.1941566238,1,1,1,1,1,1,0,ACCEPT
Q_611E1500,Q_611E1500_N0010,9,611E1500,OUTLET,1,10.80361035,140.4197547,140.3295593,2.468405447,4.951732452,821.8109411,11.40257625,281.7148611,51.66398299,0.7725106297,1.08431075,99.22499084,0,0.07830070804,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0001,0,611E2185,SOURCE,0,10.04504544,10.04504544,10.03738213,2.401981951,2.401981951,1098.781051,24.8634331,498.0011665,114.7671261,0.4018882582,1.372221986,95.54307556,0.5531914894,0.001164874552,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0002,1,611E2185,SOURCE,0,10.40880593,10.40880593,10.40086937,2.434385507,2.434385507,1030.667148,24.85993145,514.5538283,149.3381341,0.4791232901,1.527697146,99.12713623,0.2929292929,0.0008648274669,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0003,2,611E2185,CONFLUENCE,0,9.109348294,29.56319966,29.54065704,2.313460569,3.41979666,846.8210673,19.85955681,377.4924376,84.20061487,0.8572406028,1.143305302,93.5228653,0.07058823529,0.006218537163,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0004,3,611E2185,SOURCE,0,10.0094437,10.0094437,10.0018177,2.398753423,2.398753423,1181.249057,17.84475544,316.2572914,52.29631754,0.4591331421,1.051456849,98.6700058,0.03225806452,0.002788020505,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0005,4,611E2185,SOURCE,0,11.35506164,11.35506164,11.3464098,2.514065828,2.514065828,1060.400417,19.24675417,393.6047328,55.94697738,0.4411056859,1.051905255,98.6700058,0.05555555556,0.001347495244,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0006,5,611E2185,SOURCE,0,10.04299288,10.04299288,10.03535652,2.401796098,2.401796098,771.0916476,19.96569002,301.2280102,50.08302291,0.6558296314,1.019478758,98.6700058,0.2258064516,0.00206222541,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0007,6,611E2185,SOURCE,0,14.96456294,14.96456294,14.9532156,2.77037145,2.77037145,910.2806874,18.74251303,296.3136972,74.95487724,0.4908638309,1.096216023,96.94263458,0.2269503546,0.06432783728,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0008,7,611E2185,CONFLUENCE,0,23.82190144,68.34966404,68.29766083,3.211726386,4.239161302,931.9019348,18.38925921,274.1194755,59.45103058,0.6207609567,1.189228117,93.79718018,0.06222222222,0.03388229961,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0009,8,611E2185,CONFLUENCE,0,10.03590509,89.74063076,89.67234802,2.401154056,4.508005226,646.9423734,20.8804583,283.9775516,63.38518965,0.933651976,1.124081075,97.85307312,0.1630434783,0.0369539869,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0010,9,611E2185,CONFLUENCE,0,8.313059496,108.0966831,108.0144501,2.231417662,4.69223449,878.7444697,17.70355702,254.0197624,67.94514218,0.9114108933,1.17925034,96.54599762,0.0641025641,0.05535694941,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0011,10,611E2185,SOURCE,0,10.38192378,10.38192378,10.37406445,2.432026464,2.432026464,1132.756638,20.45603596,316.354613,60.06103192,0.4626582953,1.048059205,98.31600952,0.3265306122,0.009719691053,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0012,11,611E2185,CONFLUENCE,0,4.690942953,123.1695499,123.0759048,1.738875956,4.821647969,746.7893888,17.46992845,236.5436788,60.19977494,0.8881678939,1.144010941,97.15284729,0.243902439,0.06457175704,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0013,12,611E2185,CONFLUENCE,0,24.64782905,157.8268226,157.7068176,3.244458931,5.067814443,1206.100773,17.22953903,238.3594062,48.69289391,0.5568717272,1.076924026,98.50908661,0.243697479,0.02747333041,1,1,1,1,1,1,0,ACCEPT
Q_611E2185,Q_611E2185_N0014,13,611E2185,OUTLET,1,9.751365814,167.5781884,167.4507904,2.375032799,5.127399669,1051.265909,15.71434056,221.529309,54.68707489,0.5118600716,1.17243729,96.90000153,0.09782608696,0.1392066421,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0001,0,611E2370,SOURCE,0,10.48844597,10.48844597,10.48075485,2.441341832,2.441341832,1421.735501,13.72979046,186.6628828,74.81855641,0.1849043623,1.153314054,97.92749023,0.05050505051,0.03445313171,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0002,1,611E2370,SOURCE,0,10.14564206,10.14564206,10.1381979,2.411048575,2.411048575,1333.479227,10.91087375,138.9055421,33.37471838,0.3082852897,1.217952311,102.4342804,0,0.01532465232,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0003,2,611E2370,CONFLUENCE,0,36.43885794,57.07294597,57.03110886,3.622709148,4.061699909,1120.327854,12.41796955,177.9475173,109.9067361,0.5604107149,1.143980424,102.9404068,0.08902077151,0.03401007706,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0004,3,611E2370,SOURCE,0,11.18366762,11.18366762,11.17548561,2.500096336,2.500096336,1137.544011,14.6976081,203.2816169,139.1891814,0.4101236699,1.050338705,103.7007599,0.1650485437,0.01788159484,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0005,4,611E2370,CONFLUENCE,0,7.010181645,75.26679524,75.21164703,2.080713438,4.334237657,971.3871642,8.855235814,147.4768832,93.16556782,0.9243256772,1.071044624,107.4755554,0.05797101449,0.07487798613,1,1,1,1,1,1,0,ACCEPT
